1, 1, 1.1920928955078125e-05
2, 0, 3.0994415283203125e-06
3, 0, 2.86102294921875e-06
1, 1, 9.298324584960938e-06
2, 0, 3.337860107421875e-06
3, 0, 3.0994415283203125e-06
4, 6, 0.0002193450927734375
5, 10, 0.0010294914245605469
6, 0, 3.0994415283203125e-06
7, 0, 3.0994415283203125e-06
8, 504, 0.5108308792114258
9, 2656, 5.442903995513916
10, 0, 2.86102294921875e-06
11, 0, 3.0994415283203125e-06
1, 1, 1.0728836059570312e-05
2, 0, 2.86102294921875e-06
3, 0, 2.6226043701171875e-06
4, 6, 0.00021266937255859375
5, 10, 0.0012845993041992188
6, 0, 3.0994415283203125e-06
7, 0, 1.0728836059570312e-05
8, 504, 0.509251594543457
9, 2656, 5.485097646713257
10, 0, 3.5762786865234375e-06
11, 0, 3.337860107421875e-06
1, 1, 1.2636184692382812e-05
2, 0, 3.5762786865234375e-06
3, 0, 4.76837158203125e-06
4, 6, 0.0001819133758544922
5, 10, 0.000946044921875
6, 0, 3.5762786865234375e-06
7, 0, 2.6226043701171875e-06
8, 504, 0.518989086151123
9, 2656, 5.40035080909729
10, 0, 4.291534423828125e-06
11, 0, 4.0531158447265625e-06
1, 1, 9.059906005859375e-06
2, 0, 2.86102294921875e-06
3, 0, 3.814697265625e-06
4, 6, 0.0002162456512451172
5, 10, 0.0009484291076660156
6, 0, 2.6226043701171875e-06
7, 0, 2.6226043701171875e-06
8, 504, 0.4856302738189697
9, 2656, 5.183351755142212
10, 0, 3.814697265625e-06
11, 0, 5.0067901611328125e-06
